                                                             9 Jul 2020 11:53:42
Sensor-Camera


      Time (UTCG)          processing_integral (HMS)    processing_integral Rate
1 Jul 2020 19:58:00.000                -95:11:07.573                  -12.000000
1 Jul 2020 19:58:10.000                -95:13:07.573                  -12.000000
1 Jul 2020 19:58:20.000                -95:15:07.573                  -12.000000
1 Jul 2020 19:58:30.000                -95:17:07.573                  -12.000000
1 Jul 2020 19:58:40.000                -95:19:07.573                  -12.000000
1 Jul 2020 19:58:50.000                -95:21:07.573                  -12.000000
1 Jul 2020 19:59:00.000                -95:23:07.573                  -12.000000
1 Jul 2020 19:59:10.000                -95:25:07.573                  -12.000000
1 Jul 2020 19:59:20.000                -95:27:07.573                  -12.000000
1 Jul 2020 19:59:30.000                -95:29:07.573                  -12.000000
1 Jul 2020 19:59:40.000                -95:31:07.573                  -12.000000
1 Jul 2020 19:59:50.000                -95:33:07.573                  -12.000000
1 Jul 2020 20:00:00.000                -95:35:07.573                  -12.000000
1 Jul 2020 20:00:10.000                -95:37:07.573                  -12.000000
1 Jul 2020 20:00:20.000                -95:39:07.573                  -12.000000
1 Jul 2020 20:00:30.000                -95:41:07.573                  -12.000000
1 Jul 2020 20:00:40.000                -95:43:07.573                  -12.000000
1 Jul 2020 20:00:50.000                -95:45:07.573                  -12.000000
1 Jul 2020 20:01:00.000                -95:47:07.573                  -12.000000
1 Jul 2020 20:01:10.000                -95:49:07.573                  -12.000000
1 Jul 2020 20:01:20.000                -95:51:07.573                  -12.000000
1 Jul 2020 20:01:30.000                -95:53:07.573                  -12.000000
1 Jul 2020 20:01:40.000                -95:55:07.573                  -12.000000
1 Jul 2020 20:01:50.000                -95:57:07.573                  -12.000000
1 Jul 2020 20:02:00.000                -95:59:07.573                  -12.000000
1 Jul 2020 20:02:10.000                -96:01:07.573                  -12.000000
1 Jul 2020 20:02:20.000                -96:03:07.573                  -12.000000
1 Jul 2020 20:02:30.000                -96:05:07.573                  -12.000000
1 Jul 2020 20:02:40.000                -96:06:08.367                    0.000000
1 Jul 2020 20:02:50.000                -96:06:08.367                    0.000000
1 Jul 2020 20:03:00.000                -96:06:08.367                    0.000000
1 Jul 2020 20:03:10.000                -96:06:08.367                    0.000000
1 Jul 2020 20:03:20.000                -96:06:08.367                    0.000000
1 Jul 2020 20:03:30.000                -96:06:08.367                    0.000000
1 Jul 2020 20:03:40.000                -96:06:08.367                    0.000000
1 Jul 2020 20:03:50.000                -96:06:08.367                    0.000000
1 Jul 2020 20:04:00.000                -96:06:08.367                    0.000000
1 Jul 2020 20:04:10.000                -96:06:08.367                    0.000000
1 Jul 2020 20:04:20.000                -96:06:08.367                    0.000000
1 Jul 2020 20:04:30.000                -96:06:08.367                    0.000000
1 Jul 2020 20:04:40.000                -96:06:08.367                    0.000000
1 Jul 2020 20:04:50.000                -96:06:08.367                    0.000000
1 Jul 2020 20:05:00.000                -96:06:08.367                    0.000000
1 Jul 2020 20:05:10.000                -96:06:08.367                    0.000000
1 Jul 2020 20:05:20.000                -96:06:08.367                    0.000000
1 Jul 2020 20:05:30.000                -96:06:08.367                    0.000000
1 Jul 2020 20:05:40.000                -96:06:08.367                    0.000000
1 Jul 2020 20:05:50.000                -96:06:08.367                    0.000000
1 Jul 2020 20:06:00.000                -96:06:08.367                    0.000000
1 Jul 2020 20:06:10.000                -96:06:08.367                    0.000000
1 Jul 2020 20:06:20.000                -96:06:08.367                    0.000000
1 Jul 2020 20:06:30.000                -96:06:08.367                    0.000000
1 Jul 2020 20:06:40.000                -96:06:08.367                    0.000000
1 Jul 2020 20:06:50.000                -96:06:08.367                    0.000000
1 Jul 2020 20:07:00.000                -96:06:08.367                    0.000000
1 Jul 2020 20:07:10.000                -96:06:08.367                    0.000000
1 Jul 2020 20:07:20.000                -96:06:08.367                    0.000000
1 Jul 2020 20:07:30.000                -96:06:08.367                    0.000000
1 Jul 2020 20:07:40.000                -96:06:08.367                    0.000000
1 Jul 2020 20:07:50.000                -96:06:08.367                    0.000000
1 Jul 2020 20:08:00.000                -96:06:08.367                    0.000000
1 Jul 2020 20:08:10.000                -96:06:08.367                    0.000000
1 Jul 2020 20:08:20.000                -96:06:08.367                    0.000000
1 Jul 2020 20:08:30.000                -96:06:08.367                    0.000000
1 Jul 2020 20:08:40.000                -96:06:08.367                    0.000000
1 Jul 2020 20:08:50.000                -96:06:08.367                    0.000000
1 Jul 2020 20:09:00.000                -96:06:08.367                    0.000000
1 Jul 2020 20:09:10.000                -96:06:08.367                    0.000000
1 Jul 2020 20:09:20.000                -96:06:08.367                    0.000000
1 Jul 2020 20:09:30.000                -96:06:08.367                    0.000000
1 Jul 2020 20:09:40.000                -96:06:08.367                    0.000000
1 Jul 2020 20:09:50.000                -96:06:08.367                    0.000000
1 Jul 2020 20:10:00.000                -96:06:08.367                    0.000000
1 Jul 2020 20:10:10.000                -96:06:08.367                    0.000000
1 Jul 2020 20:10:20.000                -96:06:08.367                    0.000000
1 Jul 2020 20:10:30.000                -96:06:08.367                    0.000000
1 Jul 2020 20:10:40.000                -96:06:08.367                    0.000000
1 Jul 2020 20:10:50.000                -96:06:36.415                  -12.000000
1 Jul 2020 20:11:00.000                -96:08:36.415                  -12.000000
1 Jul 2020 20:11:10.000                -96:10:36.415                  -12.000000
1 Jul 2020 20:11:20.000                -96:12:36.415                  -12.000000
1 Jul 2020 20:11:30.000                -96:14:36.415                  -12.000000
1 Jul 2020 20:11:40.000                -96:16:36.415                  -12.000000
1 Jul 2020 20:11:50.000                -96:18:36.415                  -12.000000
1 Jul 2020 20:12:00.000                -96:20:36.415                  -12.000000
1 Jul 2020 20:12:10.000                -96:22:36.415                  -12.000000
1 Jul 2020 20:12:20.000                -96:24:36.415                  -12.000000
1 Jul 2020 20:12:30.000                -96:26:36.415                  -12.000000
1 Jul 2020 20:12:40.000                -96:28:36.415                  -12.000000
1 Jul 2020 20:12:50.000                -96:30:36.415                  -12.000000
1 Jul 2020 20:13:00.000                -96:32:36.415                  -12.000000
1 Jul 2020 20:13:10.000                -96:34:36.415                  -12.000000
1 Jul 2020 20:13:20.000                -96:36:36.415                  -12.000000
1 Jul 2020 20:13:30.000                -96:38:36.415                  -12.000000
1 Jul 2020 20:13:40.000                -96:40:36.415                  -12.000000
1 Jul 2020 20:13:50.000                -96:42:36.415                  -12.000000
1 Jul 2020 20:14:00.000                -96:44:36.415                  -12.000000
1 Jul 2020 20:14:10.000                -96:46:36.415                  -12.000000
1 Jul 2020 20:14:20.000                -96:48:36.415                  -12.000000
1 Jul 2020 20:14:30.000                -96:50:36.415                  -12.000000
1 Jul 2020 20:14:40.000                -96:52:36.415                  -12.000000
1 Jul 2020 20:14:50.000                -96:54:36.415                  -12.000000
1 Jul 2020 20:15:00.000                -96:56:36.415                  -12.000000
1 Jul 2020 20:15:10.000                -96:58:36.415                  -12.000000
1 Jul 2020 20:15:20.000                -97:00:36.415                  -12.000000
1 Jul 2020 20:15:30.000                -97:02:36.415                  -12.000000
1 Jul 2020 20:15:40.000                -97:04:36.415                  -12.000000
1 Jul 2020 20:15:50.000                -97:06:36.415                  -12.000000
1 Jul 2020 20:16:00.000                -97:08:36.415                  -12.000000
1 Jul 2020 20:16:10.000                -97:10:36.415                  -12.000000
1 Jul 2020 20:16:20.000                -97:12:36.415                  -12.000000
1 Jul 2020 20:16:30.000                -97:14:36.415                  -12.000000
1 Jul 2020 20:16:40.000                -97:16:36.415                  -12.000000
1 Jul 2020 20:16:50.000                -97:18:36.415                  -12.000000
1 Jul 2020 20:17:00.000                -97:20:36.415                  -12.000000
1 Jul 2020 20:17:10.000                -97:22:36.415                  -12.000000
1 Jul 2020 20:17:20.000                -97:24:36.415                  -12.000000
1 Jul 2020 20:17:30.000                -97:26:36.415                  -12.000000
1 Jul 2020 20:17:40.000                -97:28:36.415                  -12.000000
1 Jul 2020 20:17:50.000                -97:30:36.415                  -12.000000
1 Jul 2020 20:18:00.000                -97:32:36.415                  -12.000000
1 Jul 2020 20:18:10.000                -97:34:36.415                  -12.000000
1 Jul 2020 20:18:20.000                -97:36:36.415                  -12.000000
1 Jul 2020 20:18:30.000                -97:38:36.415                  -12.000000
1 Jul 2020 20:18:40.000                -97:40:36.415                  -12.000000
1 Jul 2020 20:18:50.000                -97:42:36.415                  -12.000000
1 Jul 2020 20:19:00.000                -97:44:36.415                  -12.000000
1 Jul 2020 20:19:10.000                -97:46:36.415                  -12.000000
1 Jul 2020 20:19:20.000                -97:48:36.415                  -12.000000
1 Jul 2020 20:19:30.000                -97:50:36.415                  -12.000000
1 Jul 2020 20:19:40.000                -97:52:36.415                  -12.000000
1 Jul 2020 20:19:50.000                -97:54:36.415                  -12.000000
1 Jul 2020 20:20:00.000                -97:56:36.415                  -12.000000
1 Jul 2020 20:20:10.000                -97:58:36.415                  -12.000000
1 Jul 2020 20:20:20.000                -98:00:36.415                  -12.000000
1 Jul 2020 20:20:30.000                -98:02:36.415                  -12.000000
1 Jul 2020 20:20:40.000                -98:04:36.415                  -12.000000
1 Jul 2020 20:20:50.000                -98:06:36.415                  -12.000000
1 Jul 2020 20:21:00.000                -98:08:36.415                  -12.000000
1 Jul 2020 20:21:10.000                -98:10:36.415                  -12.000000
1 Jul 2020 20:21:20.000                -98:12:36.415                  -12.000000
1 Jul 2020 20:21:30.000                -98:14:36.415                  -12.000000
1 Jul 2020 20:21:40.000                -98:16:36.415                  -12.000000
1 Jul 2020 20:21:50.000                -98:18:36.415                  -12.000000
1 Jul 2020 20:22:00.000                -98:20:36.415                  -12.000000
1 Jul 2020 20:22:10.000                -98:22:36.415                  -12.000000
1 Jul 2020 20:22:20.000                -98:24:36.415                  -12.000000
1 Jul 2020 20:22:30.000                -98:26:36.415                  -12.000000
1 Jul 2020 20:22:40.000                -98:28:36.415                  -12.000000
1 Jul 2020 20:22:50.000                -98:30:36.415                  -12.000000
1 Jul 2020 20:23:00.000                -98:32:36.415                  -12.000000
1 Jul 2020 20:23:10.000                -98:34:36.415                  -12.000000
1 Jul 2020 20:23:20.000                -98:36:36.415                  -12.000000
1 Jul 2020 20:23:30.000                -98:38:36.415                  -12.000000
1 Jul 2020 20:23:40.000                -98:40:36.415                  -12.000000
1 Jul 2020 20:23:50.000                -98:42:36.415                  -12.000000
1 Jul 2020 20:24:00.000                -98:44:36.415                  -12.000000
1 Jul 2020 20:24:10.000                -98:46:36.415                  -12.000000
1 Jul 2020 20:24:20.000                -98:48:36.415                  -12.000000
1 Jul 2020 20:24:30.000                -98:50:36.415                  -12.000000
1 Jul 2020 20:24:40.000                -98:52:36.415                  -12.000000
1 Jul 2020 20:24:50.000                -98:54:36.415                  -12.000000
1 Jul 2020 20:25:00.000                -98:56:36.415                  -12.000000
1 Jul 2020 20:25:10.000                -98:58:36.415                  -12.000000
1 Jul 2020 20:25:20.000                -99:00:36.415                  -12.000000
1 Jul 2020 20:25:30.000                -99:02:36.415                  -12.000000
1 Jul 2020 20:25:40.000                -99:04:36.415                  -12.000000
1 Jul 2020 20:25:50.000                -99:06:36.415                  -12.000000
1 Jul 2020 20:26:00.000                -99:08:36.415                  -12.000000
1 Jul 2020 20:26:10.000                -99:10:36.415                  -12.000000
1 Jul 2020 20:26:20.000                -99:12:36.415                  -12.000000
1 Jul 2020 20:26:30.000                -99:14:36.415                  -12.000000
1 Jul 2020 20:26:40.000                -99:16:36.415                  -12.000000
1 Jul 2020 20:26:50.000                -99:18:36.415                  -12.000000
1 Jul 2020 20:27:00.000                -99:20:36.415                  -12.000000
1 Jul 2020 20:27:10.000                -99:22:36.415                  -12.000000
1 Jul 2020 20:27:20.000                -99:24:36.415                  -12.000000
1 Jul 2020 20:27:30.000                -99:26:36.415                  -12.000000
1 Jul 2020 20:27:40.000                -99:28:36.415                  -12.000000
1 Jul 2020 20:27:50.000                -99:30:36.415                  -12.000000
1 Jul 2020 20:28:00.000                -99:32:36.415                  -12.000000
1 Jul 2020 20:28:10.000                -99:34:36.415                  -12.000000
1 Jul 2020 20:28:20.000                -99:36:36.415                  -12.000000
1 Jul 2020 20:28:30.000                -99:38:36.415                  -12.000000
1 Jul 2020 20:28:40.000                -99:40:36.415                  -12.000000
1 Jul 2020 20:28:50.000                -99:42:36.415                  -12.000000
1 Jul 2020 20:29:00.000                -99:44:36.415                  -12.000000
1 Jul 2020 20:29:10.000                -99:46:36.415                  -12.000000
1 Jul 2020 20:29:20.000                -99:48:36.415                  -12.000000
1 Jul 2020 20:29:30.000                -99:50:36.415                  -12.000000
1 Jul 2020 20:29:40.000                -99:52:36.415                  -12.000000
1 Jul 2020 20:29:50.000                -99:54:36.415                  -12.000000
1 Jul 2020 20:30:00.000                -99:56:36.415                  -12.000000
1 Jul 2020 20:30:10.000                -99:58:36.415                  -12.000000
1 Jul 2020 20:30:20.000               -100:00:36.415                  -12.000000
1 Jul 2020 20:30:30.000               -100:02:36.415                  -12.000000
1 Jul 2020 20:30:40.000               -100:04:36.415                  -12.000000
1 Jul 2020 20:30:50.000               -100:06:36.415                  -12.000000
1 Jul 2020 20:31:00.000               -100:08:36.415                  -12.000000
1 Jul 2020 20:31:10.000               -100:10:36.415                  -12.000000
1 Jul 2020 20:31:20.000               -100:12:36.415                  -12.000000
1 Jul 2020 20:31:30.000               -100:14:36.415                  -12.000000
1 Jul 2020 20:31:40.000               -100:16:36.415                  -12.000000
1 Jul 2020 20:31:50.000               -100:18:36.415                  -12.000000
1 Jul 2020 20:32:00.000               -100:20:36.415                  -12.000000
1 Jul 2020 20:32:10.000               -100:22:36.415                  -12.000000
1 Jul 2020 20:32:20.000               -100:24:36.415                  -12.000000
1 Jul 2020 20:32:30.000               -100:26:36.415                  -12.000000
1 Jul 2020 20:32:40.000               -100:28:36.415                  -12.000000
1 Jul 2020 20:32:50.000               -100:30:36.415                  -12.000000
1 Jul 2020 20:33:00.000               -100:32:36.415                  -12.000000
1 Jul 2020 20:33:10.000               -100:34:36.415                  -12.000000
1 Jul 2020 20:33:20.000               -100:36:36.415                  -12.000000
1 Jul 2020 20:33:30.000               -100:38:36.415                  -12.000000
1 Jul 2020 20:33:40.000               -100:40:36.415                  -12.000000
1 Jul 2020 20:33:50.000               -100:42:36.415                  -12.000000
1 Jul 2020 20:34:00.000               -100:44:36.415                  -12.000000
1 Jul 2020 20:34:10.000               -100:46:36.415                  -12.000000
1 Jul 2020 20:34:20.000               -100:48:36.415                  -12.000000
1 Jul 2020 20:34:30.000               -100:50:36.415                  -12.000000
1 Jul 2020 20:34:40.000               -100:52:36.415                  -12.000000
1 Jul 2020 20:34:50.000               -100:54:36.415                  -12.000000
1 Jul 2020 20:35:00.000               -100:56:36.415                  -12.000000
1 Jul 2020 20:35:10.000               -100:58:36.415                  -12.000000
1 Jul 2020 20:35:20.000               -101:00:36.415                  -12.000000
1 Jul 2020 20:35:30.000               -101:02:36.415                  -12.000000
1 Jul 2020 20:35:40.000               -101:04:36.415                  -12.000000
1 Jul 2020 20:35:50.000               -101:06:36.415                  -12.000000
1 Jul 2020 20:36:00.000               -101:08:36.415                  -12.000000
1 Jul 2020 20:36:10.000               -101:10:36.415                  -12.000000
1 Jul 2020 20:36:20.000               -101:12:36.415                  -12.000000
1 Jul 2020 20:36:30.000               -101:14:36.415                  -12.000000
1 Jul 2020 20:36:40.000               -101:16:36.415                  -12.000000
1 Jul 2020 20:36:50.000               -101:18:36.415                  -12.000000
1 Jul 2020 20:37:00.000               -101:20:36.415                  -12.000000
1 Jul 2020 20:37:10.000               -101:22:36.415                  -12.000000
1 Jul 2020 20:37:20.000               -101:24:36.415                  -12.000000
1 Jul 2020 20:37:30.000               -101:26:36.415                  -12.000000
1 Jul 2020 20:37:40.000               -101:28:36.415                  -12.000000
1 Jul 2020 20:37:50.000               -101:30:36.415                  -12.000000
1 Jul 2020 20:38:00.000               -101:32:36.415                  -12.000000
1 Jul 2020 20:38:10.000               -101:34:36.415                  -12.000000
1 Jul 2020 20:38:20.000               -101:36:36.415                  -12.000000
1 Jul 2020 20:38:30.000               -101:38:36.415                  -12.000000
1 Jul 2020 20:38:40.000               -101:40:36.415                  -12.000000
1 Jul 2020 20:38:50.000               -101:42:36.415                  -12.000000
1 Jul 2020 20:39:00.000               -101:44:36.415                  -12.000000
1 Jul 2020 20:39:10.000               -101:46:36.415                  -12.000000
1 Jul 2020 20:39:20.000               -101:48:36.415                  -12.000000
1 Jul 2020 20:39:30.000               -101:50:36.415                  -12.000000
1 Jul 2020 20:39:40.000               -101:52:36.415                  -12.000000
1 Jul 2020 20:39:50.000               -101:54:36.415                  -12.000000
1 Jul 2020 20:40:00.000               -101:56:36.415                  -12.000000
1 Jul 2020 20:40:10.000               -101:58:36.415                  -12.000000
1 Jul 2020 20:40:20.000               -102:00:36.415                  -12.000000
1 Jul 2020 20:40:30.000               -102:02:36.415                  -12.000000
1 Jul 2020 20:40:40.000               -102:04:36.415                  -12.000000
1 Jul 2020 20:40:50.000               -102:06:36.415                  -12.000000
1 Jul 2020 20:41:00.000               -102:08:36.415                  -12.000000
1 Jul 2020 20:41:10.000               -102:10:36.415                  -12.000000
1 Jul 2020 20:41:20.000               -102:12:36.415                  -12.000000
1 Jul 2020 20:41:30.000               -102:14:36.415                  -12.000000
1 Jul 2020 20:41:40.000               -102:16:36.415                  -12.000000
1 Jul 2020 20:41:50.000               -102:18:36.415                  -12.000000
1 Jul 2020 20:42:00.000               -102:20:36.415                  -12.000000
1 Jul 2020 20:42:10.000               -102:22:36.415                  -12.000000
1 Jul 2020 20:42:20.000               -102:24:36.415                  -12.000000
1 Jul 2020 20:42:30.000               -102:26:36.415                  -12.000000
1 Jul 2020 20:42:40.000               -102:28:36.415                  -12.000000
1 Jul 2020 20:42:50.000               -102:30:36.415                  -12.000000
1 Jul 2020 20:43:00.000               -102:32:36.415                  -12.000000
1 Jul 2020 20:43:10.000               -102:34:36.415                  -12.000000
1 Jul 2020 20:43:20.000               -102:36:36.415                  -12.000000
1 Jul 2020 20:43:30.000               -102:38:36.415                  -12.000000
1 Jul 2020 20:43:40.000               -102:40:36.415                  -12.000000
1 Jul 2020 20:43:50.000               -102:42:36.415                  -12.000000
1 Jul 2020 20:44:00.000               -102:44:36.415                  -12.000000
1 Jul 2020 20:44:10.000               -102:46:36.415                  -12.000000
1 Jul 2020 20:44:20.000               -102:48:36.415                  -12.000000
1 Jul 2020 20:44:30.000               -102:50:36.415                  -12.000000
1 Jul 2020 20:44:40.000               -102:52:36.415                  -12.000000
1 Jul 2020 20:44:50.000               -102:54:36.415                  -12.000000
1 Jul 2020 20:45:00.000               -102:56:36.415                  -12.000000
1 Jul 2020 20:45:10.000               -102:58:36.415                  -12.000000
1 Jul 2020 20:45:20.000               -103:00:36.415                  -12.000000
1 Jul 2020 20:45:30.000               -103:02:36.415                  -12.000000
1 Jul 2020 20:45:40.000               -103:04:36.415                  -12.000000
1 Jul 2020 20:45:50.000               -103:06:36.415                  -12.000000
1 Jul 2020 20:46:00.000               -103:08:36.415                  -12.000000
1 Jul 2020 20:46:10.000               -103:10:36.415                  -12.000000
1 Jul 2020 20:46:20.000               -103:12:36.415                  -12.000000
1 Jul 2020 20:46:30.000               -103:14:36.415                  -12.000000
1 Jul 2020 20:46:40.000               -103:16:36.415                  -12.000000
1 Jul 2020 20:46:50.000               -103:18:36.415                  -12.000000
1 Jul 2020 20:47:00.000               -103:20:36.415                  -12.000000
1 Jul 2020 20:47:10.000               -103:22:36.415                  -12.000000
1 Jul 2020 20:47:20.000               -103:24:36.415                  -12.000000
1 Jul 2020 20:47:30.000               -103:26:36.415                  -12.000000
1 Jul 2020 20:47:40.000               -103:28:36.415                  -12.000000
1 Jul 2020 20:47:50.000               -103:30:36.415                  -12.000000
1 Jul 2020 20:48:00.000               -103:32:36.415                  -12.000000
1 Jul 2020 20:48:10.000               -103:34:36.415                  -12.000000
1 Jul 2020 20:48:20.000               -103:36:36.415                  -12.000000
1 Jul 2020 20:48:30.000               -103:38:36.415                  -12.000000
1 Jul 2020 20:48:40.000               -103:40:36.415                  -12.000000
1 Jul 2020 20:48:50.000               -103:42:36.415                  -12.000000
1 Jul 2020 20:49:00.000               -103:44:36.415                  -12.000000
1 Jul 2020 20:49:10.000               -103:46:36.415                  -12.000000
1 Jul 2020 20:49:20.000               -103:48:36.415                  -12.000000
1 Jul 2020 20:49:30.000               -103:50:36.415                  -12.000000
1 Jul 2020 20:49:40.000               -103:52:36.415                  -12.000000
1 Jul 2020 20:49:50.000               -103:54:36.415                  -12.000000
1 Jul 2020 20:50:00.000               -103:56:36.415                  -12.000000
1 Jul 2020 20:50:10.000               -103:58:36.415                  -12.000000
1 Jul 2020 20:50:20.000               -104:00:36.415                  -12.000000
1 Jul 2020 20:50:30.000               -104:02:36.415                  -12.000000
1 Jul 2020 20:50:40.000               -104:04:36.415                  -12.000000
1 Jul 2020 20:50:50.000               -104:06:36.415                  -12.000000
1 Jul 2020 20:51:00.000               -104:08:36.415                  -12.000000
1 Jul 2020 20:51:10.000               -104:10:36.415                  -12.000000
1 Jul 2020 20:51:20.000               -104:12:36.415                  -12.000000
1 Jul 2020 20:51:30.000               -104:14:36.415                  -12.000000
1 Jul 2020 20:51:40.000               -104:16:36.415                  -12.000000
1 Jul 2020 20:51:50.000               -104:18:36.415                  -12.000000
1 Jul 2020 20:52:00.000               -104:20:36.415                  -12.000000
1 Jul 2020 20:52:10.000               -104:22:36.415                  -12.000000
1 Jul 2020 20:52:20.000               -104:24:36.415                  -12.000000
1 Jul 2020 20:52:30.000               -104:26:36.415                  -12.000000
1 Jul 2020 20:52:40.000               -104:28:36.415                  -12.000000
1 Jul 2020 20:52:50.000               -104:30:36.415                  -12.000000
1 Jul 2020 20:53:00.000               -104:32:36.415                  -12.000000
1 Jul 2020 20:53:10.000               -104:34:36.415                  -12.000000
1 Jul 2020 20:53:20.000               -104:36:36.415                  -12.000000
1 Jul 2020 20:53:30.000               -104:38:36.415                  -12.000000
1 Jul 2020 20:53:40.000               -104:40:36.415                  -12.000000
1 Jul 2020 20:53:50.000               -104:42:36.415                  -12.000000
1 Jul 2020 20:54:00.000               -104:44:36.415                  -12.000000
1 Jul 2020 20:54:10.000               -104:46:36.415                  -12.000000
1 Jul 2020 20:54:20.000               -104:48:36.415                  -12.000000
1 Jul 2020 20:54:30.000               -104:50:36.415                  -12.000000
1 Jul 2020 20:54:40.000               -104:52:36.415                  -12.000000
1 Jul 2020 20:54:50.000               -104:54:36.415                  -12.000000
1 Jul 2020 20:55:00.000               -104:56:36.415                  -12.000000
1 Jul 2020 20:55:10.000               -104:58:36.415                  -12.000000
1 Jul 2020 20:55:20.000               -105:00:36.415                  -12.000000
1 Jul 2020 20:55:30.000               -105:02:36.415                  -12.000000
1 Jul 2020 20:55:40.000               -105:04:36.415                  -12.000000
1 Jul 2020 20:55:50.000               -105:06:36.415                  -12.000000
1 Jul 2020 20:56:00.000               -105:08:36.415                  -12.000000
1 Jul 2020 20:56:10.000               -105:10:36.415                  -12.000000
1 Jul 2020 20:56:20.000               -105:12:36.415                  -12.000000
1 Jul 2020 20:56:30.000               -105:14:36.415                  -12.000000
1 Jul 2020 20:56:40.000               -105:16:36.415                  -12.000000
1 Jul 2020 20:56:50.000               -105:18:36.415                  -12.000000
1 Jul 2020 20:57:00.000               -105:20:36.415                  -12.000000
1 Jul 2020 20:57:10.000               -105:22:36.415                  -12.000000
1 Jul 2020 20:57:20.000               -105:24:36.415                  -12.000000
1 Jul 2020 20:57:30.000               -105:26:36.415                  -12.000000
1 Jul 2020 20:57:40.000               -105:28:36.415                  -12.000000
1 Jul 2020 20:57:50.000               -105:30:36.415                  -12.000000
1 Jul 2020 20:58:00.000               -105:32:36.415                  -12.000000
1 Jul 2020 20:58:10.000               -105:34:36.415                  -12.000000
1 Jul 2020 20:58:20.000               -105:36:36.415                  -12.000000
1 Jul 2020 20:58:30.000               -105:38:36.415                  -12.000000
1 Jul 2020 20:58:40.000               -105:40:36.415                  -12.000000
1 Jul 2020 20:58:50.000               -105:42:36.415                  -12.000000
1 Jul 2020 20:59:00.000               -105:44:36.415                  -12.000000
1 Jul 2020 20:59:10.000               -105:46:36.415                  -12.000000
1 Jul 2020 20:59:20.000               -105:48:36.415                  -12.000000
1 Jul 2020 20:59:30.000               -105:50:36.415                  -12.000000
1 Jul 2020 20:59:40.000               -105:52:36.415                  -12.000000
1 Jul 2020 20:59:50.000               -105:54:36.415                  -12.000000
1 Jul 2020 21:00:00.000               -105:56:36.415                  -12.000000
1 Jul 2020 21:00:10.000               -105:58:36.415                  -12.000000
1 Jul 2020 21:00:20.000               -106:00:36.415                  -12.000000
1 Jul 2020 21:00:30.000               -106:02:36.415                  -12.000000
1 Jul 2020 21:00:40.000               -106:04:36.415                  -12.000000
1 Jul 2020 21:00:50.000               -106:06:36.415                  -12.000000
1 Jul 2020 21:01:00.000               -106:08:36.415                  -12.000000
1 Jul 2020 21:01:10.000               -106:10:36.415                  -12.000000
1 Jul 2020 21:01:20.000               -106:12:36.415                  -12.000000
1 Jul 2020 21:01:30.000               -106:14:36.415                  -12.000000
1 Jul 2020 21:01:40.000               -106:16:36.415                  -12.000000
1 Jul 2020 21:01:50.000               -106:18:36.415                  -12.000000
1 Jul 2020 21:02:00.000               -106:20:36.415                  -12.000000
1 Jul 2020 21:02:10.000               -106:22:36.415                  -12.000000
1 Jul 2020 21:02:20.000               -106:24:36.415                  -12.000000
1 Jul 2020 21:02:30.000               -106:26:36.415                  -12.000000
1 Jul 2020 21:02:40.000               -106:28:36.415                  -12.000000
1 Jul 2020 21:02:50.000               -106:30:36.415                  -12.000000
1 Jul 2020 21:03:00.000               -106:32:36.415                  -12.000000
1 Jul 2020 21:03:10.000               -106:34:36.415                  -12.000000
1 Jul 2020 21:03:20.000               -106:36:36.415                  -12.000000
1 Jul 2020 21:03:30.000               -106:38:36.415                  -12.000000
1 Jul 2020 21:03:40.000               -106:40:36.415                  -12.000000
1 Jul 2020 21:03:50.000               -106:42:36.415                  -12.000000
1 Jul 2020 21:04:00.000               -106:44:36.415                  -12.000000
1 Jul 2020 21:04:10.000               -106:46:36.415                  -12.000000
1 Jul 2020 21:04:20.000               -106:48:36.415                  -12.000000
1 Jul 2020 21:04:30.000               -106:50:36.415                  -12.000000
1 Jul 2020 21:04:40.000               -106:52:36.415                  -12.000000
1 Jul 2020 21:04:50.000               -106:54:36.415                  -12.000000
1 Jul 2020 21:05:00.000               -106:56:36.415                  -12.000000
1 Jul 2020 21:05:10.000               -106:58:36.415                  -12.000000
1 Jul 2020 21:05:20.000               -107:00:36.415                  -12.000000
1 Jul 2020 21:05:30.000               -107:02:36.415                  -12.000000
1 Jul 2020 21:05:40.000               -107:04:36.415                  -12.000000
1 Jul 2020 21:05:50.000               -107:06:36.415                  -12.000000
1 Jul 2020 21:06:00.000               -107:08:36.415                  -12.000000
1 Jul 2020 21:06:10.000               -107:10:36.415                  -12.000000
1 Jul 2020 21:06:20.000               -107:12:36.415                  -12.000000
1 Jul 2020 21:06:30.000               -107:14:36.415                  -12.000000
1 Jul 2020 21:06:40.000               -107:16:36.415                  -12.000000
1 Jul 2020 21:06:50.000               -107:18:36.415                  -12.000000
1 Jul 2020 21:07:00.000               -107:20:36.415                  -12.000000
1 Jul 2020 21:07:10.000               -107:22:36.415                  -12.000000
1 Jul 2020 21:07:20.000               -107:24:36.415                  -12.000000
1 Jul 2020 21:07:30.000               -107:26:36.415                  -12.000000
1 Jul 2020 21:07:40.000               -107:28:36.415                  -12.000000
1 Jul 2020 21:07:50.000               -107:30:36.415                  -12.000000
1 Jul 2020 21:08:00.000               -107:32:36.415                  -12.000000
1 Jul 2020 21:08:10.000               -107:34:36.415                  -12.000000
1 Jul 2020 21:08:20.000               -107:36:36.415                  -12.000000
