                                                     9 Jul 2020 11:53:19
Sensor-Camera


      Time (UTCG)          camera_integral (HMS)    camera_integral Rate
1 Jul 2020 17:01:30.000            -27:01:46.509               -5.000000
1 Jul 2020 17:01:40.000            -27:02:36.509               -5.000000
1 Jul 2020 17:01:50.000            -27:03:26.509               -5.000000
1 Jul 2020 17:02:00.000            -27:04:16.509               -5.000000
1 Jul 2020 17:02:10.000            -27:05:06.509               -5.000000
1 Jul 2020 17:02:20.000            -27:05:56.509               -5.000000
1 Jul 2020 17:02:30.000            -27:06:46.509               -5.000000
1 Jul 2020 17:02:40.000            -27:07:36.509               -5.000000
1 Jul 2020 17:02:50.000            -27:08:26.509               -5.000000
1 Jul 2020 17:03:00.000            -27:09:16.509               -5.000000
1 Jul 2020 17:03:10.000            -27:10:06.509               -5.000000
1 Jul 2020 17:03:20.000            -27:10:56.509               -5.000000
1 Jul 2020 17:03:30.000            -27:11:46.509               -5.000000
1 Jul 2020 17:03:40.000            -27:12:36.509               -5.000000
1 Jul 2020 17:03:50.000            -27:13:26.509               -5.000000
1 Jul 2020 17:04:00.000            -27:14:16.509               -5.000000
1 Jul 2020 17:04:10.000            -27:15:06.509               -5.000000
1 Jul 2020 17:04:20.000            -27:15:56.509               -5.000000
1 Jul 2020 17:04:30.000            -27:16:46.509               -5.000000
1 Jul 2020 17:04:40.000            -27:17:36.509               -5.000000
1 Jul 2020 17:04:50.000            -27:18:26.509               -5.000000
1 Jul 2020 17:05:00.000            -27:19:16.509               -5.000000
1 Jul 2020 17:05:10.000            -27:20:06.509               -5.000000
1 Jul 2020 17:05:20.000            -27:20:56.509               -5.000000
1 Jul 2020 17:05:30.000            -27:21:46.509               -5.000000
1 Jul 2020 17:05:40.000            -27:22:36.509               -5.000000
1 Jul 2020 17:05:50.000            -27:23:26.509               -5.000000
1 Jul 2020 17:06:00.000            -27:24:16.509               -5.000000
1 Jul 2020 17:06:10.000            -27:25:06.509               -5.000000
1 Jul 2020 17:06:20.000            -27:25:56.509               -5.000000
1 Jul 2020 17:06:30.000            -27:26:46.509               -5.000000
1 Jul 2020 17:06:40.000            -27:27:36.509               -5.000000
1 Jul 2020 17:06:50.000            -27:28:26.509               -5.000000
1 Jul 2020 17:07:00.000            -27:29:16.509               -5.000000
1 Jul 2020 17:07:10.000            -27:30:06.509               -5.000000
1 Jul 2020 17:07:20.000            -27:30:56.509               -5.000000
1 Jul 2020 17:07:30.000            -27:31:46.509               -5.000000
1 Jul 2020 17:07:40.000            -27:32:36.509               -5.000000
1 Jul 2020 17:07:50.000            -27:33:26.509               -5.000000
1 Jul 2020 17:08:00.000            -27:34:16.509               -5.000000
1 Jul 2020 17:08:10.000            -27:35:06.509               -5.000000
1 Jul 2020 17:08:20.000            -27:35:56.509               -5.000000
1 Jul 2020 17:08:30.000            -27:36:46.509               -5.000000
1 Jul 2020 17:08:40.000            -27:37:36.509               -5.000000
1 Jul 2020 17:08:50.000            -27:38:26.509               -5.000000
1 Jul 2020 17:09:00.000            -27:39:16.509               -5.000000
1 Jul 2020 17:09:10.000            -27:40:06.509               -5.000000
1 Jul 2020 17:09:20.000            -27:40:56.509               -5.000000
1 Jul 2020 17:09:30.000            -27:41:46.509               -5.000000
1 Jul 2020 17:09:40.000            -27:42:36.509               -5.000000
1 Jul 2020 17:09:50.000            -27:43:26.509               -5.000000
1 Jul 2020 17:10:00.000            -27:44:16.509               -5.000000
1 Jul 2020 17:10:10.000            -27:45:06.509               -5.000000
1 Jul 2020 17:10:20.000            -27:45:56.509               -5.000000
1 Jul 2020 17:10:30.000            -27:46:46.509               -5.000000
1 Jul 2020 17:10:40.000            -27:47:36.509               -5.000000
1 Jul 2020 17:10:50.000            -27:48:26.509               -5.000000
1 Jul 2020 17:11:00.000            -27:49:16.509               -5.000000
1 Jul 2020 17:11:10.000            -27:50:06.509               -5.000000
1 Jul 2020 17:11:20.000            -27:50:56.509               -5.000000
1 Jul 2020 17:11:30.000            -27:51:46.509               -5.000000
1 Jul 2020 17:11:40.000            -27:52:36.509               -5.000000
1 Jul 2020 17:11:50.000            -27:53:26.509               -5.000000
1 Jul 2020 17:12:00.000            -27:54:16.509               -5.000000
1 Jul 2020 17:12:10.000            -27:55:06.509               -5.000000
1 Jul 2020 17:12:20.000            -27:55:56.509               -5.000000
1 Jul 2020 17:12:30.000            -27:56:46.509               -5.000000
1 Jul 2020 17:12:40.000            -27:57:36.509               -5.000000
1 Jul 2020 17:12:50.000            -27:58:26.509               -5.000000
1 Jul 2020 17:13:00.000            -27:59:16.509               -5.000000
1 Jul 2020 17:13:10.000            -28:00:06.509               -5.000000
1 Jul 2020 17:13:20.000            -28:00:56.509               -5.000000
1 Jul 2020 17:13:30.000            -28:01:46.509               -5.000000
1 Jul 2020 17:13:40.000            -28:02:36.509               -5.000000
1 Jul 2020 17:13:50.000            -28:03:26.509               -5.000000
1 Jul 2020 17:14:00.000            -28:04:16.509               -5.000000
1 Jul 2020 17:14:10.000            -28:05:06.509               -5.000000
1 Jul 2020 17:14:20.000            -28:05:56.509               -5.000000
1 Jul 2020 17:14:30.000            -28:06:46.509               -5.000000
1 Jul 2020 17:14:40.000            -28:07:36.509               -5.000000
1 Jul 2020 17:14:50.000            -28:08:26.509               -5.000000
1 Jul 2020 17:15:00.000            -28:09:16.509               -5.000000
1 Jul 2020 17:15:10.000            -28:10:06.509               -5.000000
1 Jul 2020 17:15:20.000            -28:10:56.509               -5.000000
1 Jul 2020 17:15:30.000            -28:11:46.509               -5.000000
1 Jul 2020 17:15:40.000            -28:12:36.509               -5.000000
1 Jul 2020 17:15:50.000            -28:13:26.509               -5.000000
1 Jul 2020 17:16:00.000            -28:14:16.509               -5.000000
1 Jul 2020 17:16:10.000            -28:15:06.509               -5.000000
1 Jul 2020 17:16:20.000            -28:15:56.509               -5.000000
1 Jul 2020 17:16:30.000            -28:16:46.509               -5.000000
1 Jul 2020 17:16:40.000            -28:17:36.509               -5.000000
1 Jul 2020 17:16:50.000            -28:18:26.509               -5.000000
1 Jul 2020 17:17:00.000            -28:19:16.509               -5.000000
1 Jul 2020 17:17:10.000            -28:20:06.509               -5.000000
1 Jul 2020 17:17:20.000            -28:20:56.509               -5.000000
1 Jul 2020 17:17:30.000            -28:21:46.509               -5.000000
1 Jul 2020 17:17:40.000            -28:22:36.509               -5.000000
1 Jul 2020 17:17:50.000            -28:23:26.509               -5.000000
1 Jul 2020 17:18:00.000            -28:24:16.509               -5.000000
1 Jul 2020 17:18:10.000            -28:25:06.509               -5.000000
1 Jul 2020 17:18:20.000            -28:25:56.509               -5.000000
1 Jul 2020 17:18:30.000            -28:26:46.509               -5.000000
1 Jul 2020 17:18:40.000            -28:27:36.509               -5.000000
1 Jul 2020 17:18:50.000            -28:28:26.509               -5.000000
1 Jul 2020 17:19:00.000            -28:29:16.509               -5.000000
1 Jul 2020 17:19:10.000            -28:30:06.509               -5.000000
1 Jul 2020 17:19:20.000            -28:30:56.509               -5.000000
1 Jul 2020 17:19:30.000            -28:31:46.509               -5.000000
1 Jul 2020 17:19:40.000            -28:32:36.509               -5.000000
1 Jul 2020 17:19:50.000            -28:33:26.509               -5.000000
1 Jul 2020 17:20:00.000            -28:34:16.509               -5.000000
1 Jul 2020 17:20:10.000            -28:35:06.509               -5.000000
1 Jul 2020 17:20:20.000            -28:35:56.509               -5.000000
1 Jul 2020 17:20:30.000            -28:36:46.509               -5.000000
1 Jul 2020 17:20:40.000            -28:37:36.509               -5.000000
1 Jul 2020 17:20:50.000            -28:38:26.509               -5.000000
1 Jul 2020 17:21:00.000            -28:39:16.509               -5.000000
1 Jul 2020 17:21:10.000            -28:40:06.509               -5.000000
1 Jul 2020 17:21:20.000            -28:40:56.509               -5.000000
1 Jul 2020 17:21:30.000            -28:41:46.509               -5.000000
1 Jul 2020 17:21:40.000            -28:42:36.509               -5.000000
1 Jul 2020 17:21:50.000            -28:43:26.509               -5.000000
1 Jul 2020 17:22:00.000            -28:44:16.509               -5.000000
1 Jul 2020 17:22:10.000            -28:45:06.509               -5.000000
1 Jul 2020 17:22:20.000            -28:45:56.509               -5.000000
1 Jul 2020 17:22:30.000            -28:46:46.509               -5.000000
1 Jul 2020 17:22:40.000            -28:47:36.509               -5.000000
1 Jul 2020 17:22:50.000            -28:48:26.509               -5.000000
1 Jul 2020 17:23:00.000            -28:49:16.509               -5.000000
1 Jul 2020 17:23:10.000            -28:50:06.509               -5.000000
1 Jul 2020 17:23:20.000            -28:50:56.509               -5.000000
1 Jul 2020 17:23:30.000            -28:51:46.509               -5.000000
1 Jul 2020 17:23:40.000            -28:52:36.509               -5.000000
1 Jul 2020 17:23:50.000            -28:53:26.509               -5.000000
1 Jul 2020 17:24:00.000            -28:54:16.509               -5.000000
1 Jul 2020 17:24:10.000            -28:55:06.509               -5.000000
1 Jul 2020 17:24:20.000            -28:55:56.509               -5.000000
1 Jul 2020 17:24:30.000            -28:56:46.509               -5.000000
1 Jul 2020 17:24:40.000            -28:57:36.509               -5.000000
1 Jul 2020 17:24:50.000            -28:58:26.509               -5.000000
1 Jul 2020 17:25:00.000            -28:59:16.509               -5.000000
1 Jul 2020 17:25:10.000            -29:00:06.509               -5.000000
1 Jul 2020 17:25:20.000            -29:00:56.509               -5.000000
1 Jul 2020 17:25:30.000            -29:01:46.509               -5.000000
1 Jul 2020 17:25:40.000            -29:02:36.509               -5.000000
1 Jul 2020 17:25:50.000            -29:03:26.509               -5.000000
1 Jul 2020 17:26:00.000            -29:04:16.509               -5.000000
1 Jul 2020 17:26:10.000            -29:05:06.509               -5.000000
1 Jul 2020 17:26:20.000            -29:05:56.509               -5.000000
1 Jul 2020 17:26:30.000            -29:06:46.509               -5.000000
1 Jul 2020 17:26:40.000            -29:07:36.509               -5.000000
1 Jul 2020 17:26:50.000            -29:08:26.509               -5.000000
1 Jul 2020 17:27:00.000            -29:09:16.509               -5.000000
1 Jul 2020 17:27:10.000            -29:10:06.509               -5.000000
1 Jul 2020 17:27:20.000            -29:10:56.509               -5.000000
1 Jul 2020 17:27:30.000            -29:11:46.509               -5.000000
1 Jul 2020 17:27:40.000            -29:12:36.509               -5.000000
1 Jul 2020 17:27:50.000            -29:13:26.509               -5.000000
1 Jul 2020 17:28:00.000            -29:14:16.509               -5.000000
1 Jul 2020 17:28:10.000            -29:15:06.509               -5.000000
1 Jul 2020 17:28:20.000            -29:15:56.509               -5.000000
1 Jul 2020 17:28:30.000            -29:16:46.509               -5.000000
1 Jul 2020 17:28:40.000            -29:17:36.509               -5.000000
1 Jul 2020 17:28:50.000            -29:18:26.509               -5.000000
1 Jul 2020 17:29:00.000            -29:19:16.509               -5.000000
1 Jul 2020 17:29:10.000            -29:20:06.509               -5.000000
1 Jul 2020 17:29:20.000            -29:20:56.509               -5.000000
1 Jul 2020 17:29:30.000            -29:21:46.509               -5.000000
1 Jul 2020 17:29:40.000            -29:22:36.509               -5.000000
1 Jul 2020 17:29:50.000            -29:23:26.509               -5.000000
1 Jul 2020 17:30:00.000            -29:24:16.509               -5.000000
1 Jul 2020 17:30:10.000            -29:25:06.509               -5.000000
1 Jul 2020 17:30:20.000            -29:25:56.509               -5.000000
1 Jul 2020 17:30:30.000            -29:26:46.509               -5.000000
1 Jul 2020 17:30:40.000            -29:27:36.509               -5.000000
