                                                               9 Jul 2020 11:46:57
Transmitter-Transmitter


      Time (UTCG)          Consumption_integral (HMS)    Consumption_integral Rate
1 Jul 2020 11:07:30.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:07:40.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:07:50.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:08:00.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:08:10.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:08:20.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:08:30.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:08:40.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:08:50.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:09:00.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:09:10.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:09:20.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:09:30.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:09:40.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:09:50.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:10:00.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:10:10.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:10:20.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:10:30.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:10:40.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:10:50.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:11:00.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:11:10.000                 -13:13:17.797                     0.000000
1 Jul 2020 11:11:20.000                 -13:15:47.360                   -23.000000
1 Jul 2020 11:11:30.000                 -13:19:37.360                   -23.000000
1 Jul 2020 11:11:40.000                 -13:23:27.360                   -23.000000
1 Jul 2020 11:11:50.000                 -13:27:17.360                   -23.000000
1 Jul 2020 11:12:00.000                 -13:31:07.360                   -23.000000
1 Jul 2020 11:12:10.000                 -13:34:57.360                   -23.000000
1 Jul 2020 11:12:20.000                 -13:38:47.360                   -23.000000
1 Jul 2020 11:12:30.000                 -13:42:37.360                   -23.000000
1 Jul 2020 11:12:40.000                 -13:46:27.360                   -23.000000
1 Jul 2020 11:12:50.000                 -13:50:17.360                   -23.000000
1 Jul 2020 11:13:00.000                 -13:54:07.360                   -23.000000
1 Jul 2020 11:13:10.000                 -13:57:57.360                   -23.000000
1 Jul 2020 11:13:20.000                 -14:01:47.360                   -23.000000
1 Jul 2020 11:13:30.000                 -14:05:37.360                   -23.000000
1 Jul 2020 11:13:40.000                 -14:09:27.360                   -23.000000
1 Jul 2020 11:13:50.000                 -14:13:17.360                   -23.000000
1 Jul 2020 11:14:00.000                 -14:17:07.360                   -23.000000
1 Jul 2020 11:14:10.000                 -14:20:57.360                   -23.000000
1 Jul 2020 11:14:20.000                 -14:24:47.360                   -23.000000
1 Jul 2020 11:14:30.000                 -14:28:37.360                   -23.000000
1 Jul 2020 11:14:40.000                 -14:32:27.360                   -23.000000
1 Jul 2020 11:14:50.000                 -14:36:17.360                   -23.000000
1 Jul 2020 11:15:00.000                 -14:40:07.360                   -23.000000
1 Jul 2020 11:15:10.000                 -14:43:57.360                   -23.000000
1 Jul 2020 11:15:20.000                 -14:47:47.360                   -23.000000
1 Jul 2020 11:15:30.000                 -14:51:37.360                   -23.000000
1 Jul 2020 11:15:40.000                 -14:55:27.360                   -23.000000
1 Jul 2020 11:15:50.000                 -14:59:17.360                   -23.000000
1 Jul 2020 11:16:00.000                 -15:03:07.360                   -23.000000
1 Jul 2020 11:16:10.000                 -15:06:57.360                   -23.000000
1 Jul 2020 11:16:20.000                 -15:10:47.360                   -23.000000
1 Jul 2020 11:16:30.000                 -15:14:37.360                   -23.000000
1 Jul 2020 11:16:40.000                 -15:18:27.360                   -23.000000
1 Jul 2020 11:16:50.000                 -15:22:17.360                   -23.000000
1 Jul 2020 11:17:00.000                 -15:26:07.360                   -23.000000
1 Jul 2020 11:17:10.000                 -15:29:57.360                   -23.000000
1 Jul 2020 11:17:20.000                 -15:33:47.360                   -23.000000
1 Jul 2020 11:17:30.000                 -15:37:37.360                   -23.000000
1 Jul 2020 11:17:40.000                 -15:41:27.360                   -23.000000
1 Jul 2020 11:17:50.000                 -15:45:17.360                   -23.000000
1 Jul 2020 11:18:00.000                 -15:49:07.360                   -23.000000
1 Jul 2020 11:18:10.000                 -15:52:57.360                   -23.000000
1 Jul 2020 11:18:20.000                 -15:56:47.360                   -23.000000
1 Jul 2020 11:18:30.000                 -16:00:37.360                   -23.000000
1 Jul 2020 11:18:40.000                 -16:04:27.360                   -23.000000
1 Jul 2020 11:18:50.000                 -16:08:17.360                   -23.000000
1 Jul 2020 11:19:00.000                 -16:12:07.360                   -23.000000
1 Jul 2020 11:19:10.000                 -16:15:57.360                   -23.000000
1 Jul 2020 11:19:20.000                 -16:19:47.360                   -23.000000
1 Jul 2020 11:19:30.000                 -16:23:37.360                   -23.000000
1 Jul 2020 11:19:40.000                 -16:27:27.360                   -23.000000
1 Jul 2020 11:19:50.000                 -16:31:17.360                   -23.000000
1 Jul 2020 11:20:00.000                 -16:35:07.360                   -23.000000
1 Jul 2020 11:20:10.000                 -16:38:57.360                   -23.000000
1 Jul 2020 11:20:20.000                 -16:42:47.360                   -23.000000
1 Jul 2020 11:20:30.000                 -16:46:37.360                   -23.000000
1 Jul 2020 11:20:40.000                 -16:50:27.360                   -23.000000
1 Jul 2020 11:20:50.000                 -16:54:17.360                   -23.000000
1 Jul 2020 11:21:00.000                 -16:58:07.360                   -23.000000
1 Jul 2020 11:21:10.000                 -17:01:57.360                   -23.000000
1 Jul 2020 11:21:20.000                 -17:05:47.360                   -23.000000
1 Jul 2020 11:21:30.000                 -17:09:37.360                   -23.000000
1 Jul 2020 11:21:40.000                 -17:13:27.360                   -23.000000
1 Jul 2020 11:21:50.000                 -17:17:17.360                   -23.000000
1 Jul 2020 11:22:00.000                 -17:21:07.360                   -23.000000
1 Jul 2020 11:22:10.000                 -17:24:57.360                   -23.000000
1 Jul 2020 11:22:20.000                 -17:28:47.360                   -23.000000
1 Jul 2020 11:22:30.000                 -17:32:37.360                   -23.000000
1 Jul 2020 11:22:40.000                 -17:36:27.360                   -23.000000
1 Jul 2020 11:22:50.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:23:00.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:23:10.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:23:20.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:23:30.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:23:40.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:23:50.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:24:00.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:24:10.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:24:20.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:24:30.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:24:40.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:24:50.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:25:00.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:25:10.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:25:20.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:25:30.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:25:40.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:25:50.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:26:00.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:26:10.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:26:20.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:26:30.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:26:40.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:26:50.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:27:00.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:27:10.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:27:20.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:27:30.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:27:40.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:27:50.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:28:00.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:28:10.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:28:20.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:28:30.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:28:40.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:28:50.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:29:00.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:29:10.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:29:20.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:29:30.000                 -17:36:29.828                     0.000000
1 Jul 2020 11:29:40.000                 -17:36:58.294                   -23.000000
1 Jul 2020 11:29:50.000                 -17:40:48.294                   -23.000000
1 Jul 2020 11:30:00.000                 -17:44:38.294                   -23.000000
