                                                               9 Jul 2020 11:46:57
Transmitter-Transmitter


      Time (UTCG)          Consumption_integral (HMS)    Consumption_integral Rate
1 Jul 2020 20:25:10.000                -112:50:09.191                     0.000000
1 Jul 2020 20:25:20.000                -112:50:09.191                     0.000000
1 Jul 2020 20:25:30.000                -112:50:09.191                     0.000000
1 Jul 2020 20:25:40.000                -112:50:09.191                     0.000000
1 Jul 2020 20:25:50.000                -112:50:09.191                     0.000000
1 Jul 2020 20:26:00.000                -112:50:09.191                     0.000000
1 Jul 2020 20:26:10.000                -112:50:09.191                     0.000000
1 Jul 2020 20:26:20.000                -112:50:09.191                     0.000000
1 Jul 2020 20:26:30.000                -112:50:09.191                     0.000000
1 Jul 2020 20:26:40.000                -112:50:09.191                     0.000000
1 Jul 2020 20:26:50.000                -112:50:09.191                     0.000000
1 Jul 2020 20:27:00.000                -112:50:09.191                     0.000000
1 Jul 2020 20:27:10.000                -112:50:09.191                     0.000000
1 Jul 2020 20:27:20.000                -112:50:09.191                     0.000000
1 Jul 2020 20:27:30.000                -112:50:09.191                     0.000000
1 Jul 2020 20:27:40.000                -112:50:09.191                     0.000000
1 Jul 2020 20:27:50.000                -112:50:09.191                     0.000000
1 Jul 2020 20:28:00.000                -112:50:09.191                     0.000000
1 Jul 2020 20:28:10.000                -112:50:09.191                     0.000000
1 Jul 2020 20:28:20.000                -112:50:09.191                     0.000000
1 Jul 2020 20:28:30.000                -112:50:09.191                     0.000000
1 Jul 2020 20:28:40.000                -112:50:09.191                     0.000000
1 Jul 2020 20:28:50.000                -112:50:09.191                     0.000000
1 Jul 2020 20:29:00.000                -112:50:09.191                     0.000000
1 Jul 2020 20:29:10.000                -112:50:09.191                     0.000000
1 Jul 2020 20:29:20.000                -112:50:09.191                     0.000000
1 Jul 2020 20:29:30.000                -112:50:09.191                     0.000000
1 Jul 2020 20:29:40.000                -112:50:09.191                     0.000000
1 Jul 2020 20:29:50.000                -112:50:09.191                     0.000000
1 Jul 2020 20:30:00.000                -112:50:09.191                     0.000000
1 Jul 2020 20:30:10.000                -112:50:09.191                     0.000000
1 Jul 2020 20:30:20.000                -112:50:09.191                     0.000000
1 Jul 2020 20:30:30.000                -112:50:09.191                     0.000000
1 Jul 2020 20:30:40.000                -112:50:09.191                     0.000000
1 Jul 2020 20:30:50.000                -112:50:09.191                     0.000000
1 Jul 2020 20:31:00.000                -112:50:09.191                     0.000000
1 Jul 2020 20:31:10.000                -112:50:09.191                     0.000000
1 Jul 2020 20:31:20.000                -112:50:09.191                     0.000000
1 Jul 2020 20:31:30.000                -112:50:09.191                     0.000000
1 Jul 2020 20:31:40.000                -112:50:09.191                     0.000000
1 Jul 2020 20:31:50.000                -112:50:09.191                     0.000000
1 Jul 2020 20:32:00.000                -112:50:09.191                     0.000000
1 Jul 2020 20:32:10.000                -112:50:09.191                     0.000000
1 Jul 2020 20:32:20.000                -112:50:09.191                     0.000000
1 Jul 2020 20:32:30.000                -112:50:09.191                     0.000000
1 Jul 2020 20:32:40.000                -112:50:09.191                     0.000000
1 Jul 2020 20:32:50.000                -112:50:09.191                     0.000000
1 Jul 2020 20:33:00.000                -112:50:09.191                     0.000000
1 Jul 2020 20:33:10.000                -112:50:09.191                     0.000000
1 Jul 2020 20:33:20.000                -112:50:09.191                     0.000000
1 Jul 2020 20:33:30.000                -112:50:09.191                     0.000000
1 Jul 2020 20:33:40.000                -112:50:09.191                     0.000000
1 Jul 2020 20:33:50.000                -112:50:09.191                     0.000000
1 Jul 2020 20:34:00.000                -112:50:09.191                     0.000000
1 Jul 2020 20:34:10.000                -112:50:09.191                     0.000000
1 Jul 2020 20:34:20.000                -112:50:09.191                     0.000000
1 Jul 2020 20:34:30.000                -112:50:09.191                     0.000000
1 Jul 2020 20:34:40.000                -112:50:09.191                     0.000000
1 Jul 2020 20:34:50.000                -112:50:09.191                     0.000000
1 Jul 2020 20:35:00.000                -112:50:09.191                     0.000000
1 Jul 2020 20:35:10.000                -112:50:09.191                     0.000000
1 Jul 2020 20:35:20.000                -112:50:09.191                     0.000000
1 Jul 2020 20:35:30.000                -112:50:09.191                     0.000000
1 Jul 2020 20:35:40.000                -112:50:09.191                     0.000000
1 Jul 2020 20:35:50.000                -112:50:09.191                     0.000000
1 Jul 2020 20:36:00.000                -112:50:09.191                     0.000000
1 Jul 2020 20:36:10.000                -112:50:09.191                     0.000000
1 Jul 2020 20:36:20.000                -112:50:09.191                     0.000000
1 Jul 2020 20:36:30.000                -112:50:09.191                     0.000000
1 Jul 2020 20:36:40.000                -112:50:09.191                     0.000000
1 Jul 2020 20:36:50.000                -112:50:09.191                     0.000000
1 Jul 2020 20:37:00.000                -112:50:09.191                     0.000000
1 Jul 2020 20:37:10.000                -112:50:09.191                     0.000000
1 Jul 2020 20:37:20.000                -112:50:09.191                     0.000000
1 Jul 2020 20:37:30.000                -112:50:09.191                     0.000000
1 Jul 2020 20:37:40.000                -112:50:09.191                     0.000000
1 Jul 2020 20:37:50.000                -112:50:09.191                     0.000000
1 Jul 2020 20:38:00.000                -112:50:09.191                     0.000000
1 Jul 2020 20:38:10.000                -112:50:09.191                     0.000000
1 Jul 2020 20:38:20.000                -112:50:09.191                     0.000000
1 Jul 2020 20:38:30.000                -112:50:09.191                     0.000000
1 Jul 2020 20:38:40.000                -112:50:09.191                     0.000000
1 Jul 2020 20:38:50.000                -112:50:09.191                     0.000000
1 Jul 2020 20:39:00.000                -112:50:09.191                     0.000000
1 Jul 2020 20:39:10.000                -112:50:09.191                     0.000000
1 Jul 2020 20:39:20.000                -112:50:09.191                     0.000000
1 Jul 2020 20:39:30.000                -112:50:09.191                     0.000000
1 Jul 2020 20:39:40.000                -112:50:09.191                     0.000000
1 Jul 2020 20:39:50.000                -112:50:09.191                     0.000000
1 Jul 2020 20:40:00.000                -112:50:09.191                     0.000000
1 Jul 2020 20:40:10.000                -112:50:09.191                     0.000000
1 Jul 2020 20:40:20.000                -112:50:09.191                     0.000000
1 Jul 2020 20:40:30.000                -112:50:09.191                     0.000000
1 Jul 2020 20:40:40.000                -112:50:09.191                     0.000000
1 Jul 2020 20:40:50.000                -112:50:09.191                     0.000000
1 Jul 2020 20:41:00.000                -112:50:09.191                     0.000000
1 Jul 2020 20:41:10.000                -112:50:09.191                     0.000000
1 Jul 2020 20:41:20.000                -112:50:09.191                     0.000000
1 Jul 2020 20:41:30.000                -112:50:09.191                     0.000000
1 Jul 2020 20:41:40.000                -112:50:09.191                     0.000000
1 Jul 2020 20:41:50.000                -112:50:09.191                     0.000000
1 Jul 2020 20:42:00.000                -112:50:09.191                     0.000000
1 Jul 2020 20:42:10.000                -112:50:09.191                     0.000000
1 Jul 2020 20:42:20.000                -112:50:09.191                     0.000000
1 Jul 2020 20:42:30.000                -112:50:09.191                     0.000000
1 Jul 2020 20:42:40.000                -112:50:09.191                     0.000000
1 Jul 2020 20:42:50.000                -112:50:09.191                     0.000000
1 Jul 2020 20:43:00.000                -112:50:09.191                     0.000000
1 Jul 2020 20:43:10.000                -112:50:09.191                     0.000000
1 Jul 2020 20:43:20.000                -112:50:09.191                     0.000000
1 Jul 2020 20:43:30.000                -112:50:09.191                     0.000000
1 Jul 2020 20:43:40.000                -112:50:09.191                     0.000000
1 Jul 2020 20:43:50.000                -112:50:09.191                     0.000000
1 Jul 2020 20:44:00.000                -112:50:09.191                     0.000000
1 Jul 2020 20:44:10.000                -112:50:09.191                     0.000000
1 Jul 2020 20:44:20.000                -112:50:09.191                     0.000000
1 Jul 2020 20:44:30.000                -112:50:09.191                     0.000000
1 Jul 2020 20:44:40.000                -112:50:09.191                     0.000000
1 Jul 2020 20:44:50.000                -112:50:09.191                     0.000000
1 Jul 2020 20:45:00.000                -112:50:09.191                     0.000000
1 Jul 2020 20:45:10.000                -112:50:09.191                     0.000000
1 Jul 2020 20:45:20.000                -112:50:09.191                     0.000000
1 Jul 2020 20:45:30.000                -112:50:09.191                     0.000000
1 Jul 2020 20:45:40.000                -112:50:09.191                     0.000000
1 Jul 2020 20:45:50.000                -112:50:09.191                     0.000000
1 Jul 2020 20:46:00.000                -112:53:58.740                   -23.000000
1 Jul 2020 20:46:10.000                -112:57:48.740                   -23.000000
1 Jul 2020 20:46:20.000                -113:01:38.740                   -23.000000
1 Jul 2020 20:46:30.000                -113:05:28.740                   -23.000000
1 Jul 2020 20:46:40.000                -113:09:18.740                   -23.000000
1 Jul 2020 20:46:50.000                -113:13:08.740                   -23.000000
1 Jul 2020 20:47:00.000                -113:16:58.740                   -23.000000
1 Jul 2020 20:47:10.000                -113:20:48.740                   -23.000000
1 Jul 2020 20:47:20.000                -113:24:38.740                   -23.000000
1 Jul 2020 20:47:30.000                -113:28:28.740                   -23.000000
1 Jul 2020 20:47:40.000                -113:32:18.740                   -23.000000
1 Jul 2020 20:47:50.000                -113:36:08.740                   -23.000000
1 Jul 2020 20:48:00.000                -113:39:58.740                   -23.000000
1 Jul 2020 20:48:10.000                -113:43:48.740                   -23.000000
1 Jul 2020 20:48:20.000                -113:47:38.740                   -23.000000
1 Jul 2020 20:48:30.000                -113:51:28.740                   -23.000000
1 Jul 2020 20:48:40.000                -113:53:16.796                     0.000000
1 Jul 2020 20:48:50.000                -113:53:16.796                     0.000000
1 Jul 2020 20:49:00.000                -113:53:16.796                     0.000000
1 Jul 2020 20:49:10.000                -113:53:16.796                     0.000000
1 Jul 2020 20:49:20.000                -113:53:16.796                     0.000000
1 Jul 2020 20:49:30.000                -113:53:16.796                     0.000000
1 Jul 2020 20:49:40.000                -113:53:16.796                     0.000000
1 Jul 2020 20:49:50.000                -113:53:16.796                     0.000000
1 Jul 2020 20:50:00.000                -113:53:16.796                     0.000000
1 Jul 2020 20:50:10.000                -113:53:16.796                     0.000000
1 Jul 2020 20:50:20.000                -113:53:16.796                     0.000000
1 Jul 2020 20:50:30.000                -113:53:16.796                     0.000000
1 Jul 2020 20:50:40.000                -113:53:16.796                     0.000000
1 Jul 2020 20:50:50.000                -113:53:16.796                     0.000000
1 Jul 2020 20:51:00.000                -113:53:16.796                     0.000000
1 Jul 2020 20:51:10.000                -113:53:16.796                     0.000000
1 Jul 2020 20:51:20.000                -113:53:16.796                     0.000000
1 Jul 2020 20:51:30.000                -113:53:16.796                     0.000000
1 Jul 2020 20:51:40.000                -113:53:16.796                     0.000000
1 Jul 2020 20:51:50.000                -113:53:16.796                     0.000000
1 Jul 2020 20:52:00.000                -113:53:16.796                     0.000000
1 Jul 2020 20:52:10.000                -113:53:16.796                     0.000000
1 Jul 2020 20:52:20.000                -113:53:16.796                     0.000000
1 Jul 2020 20:52:30.000                -113:53:16.796                     0.000000
1 Jul 2020 20:52:40.000                -113:53:16.796                     0.000000
1 Jul 2020 20:52:50.000                -113:53:16.796                     0.000000
1 Jul 2020 20:53:00.000                -113:53:16.796                     0.000000
1 Jul 2020 20:53:10.000                -113:53:16.796                     0.000000
1 Jul 2020 20:53:20.000                -113:53:16.796                     0.000000
1 Jul 2020 20:53:30.000                -113:53:16.796                     0.000000
1 Jul 2020 20:53:40.000                -113:53:16.796                     0.000000
1 Jul 2020 20:53:50.000                -113:53:16.796                     0.000000
1 Jul 2020 20:54:00.000                -113:53:16.796                     0.000000
1 Jul 2020 20:54:10.000                -113:53:16.796                     0.000000
1 Jul 2020 20:54:20.000                -113:53:16.796                     0.000000
1 Jul 2020 20:54:30.000                -113:53:16.796                     0.000000
1 Jul 2020 20:54:40.000                -113:53:16.796                     0.000000
1 Jul 2020 20:54:50.000                -113:53:16.796                     0.000000
1 Jul 2020 20:55:00.000                -113:53:16.796                     0.000000
1 Jul 2020 20:55:10.000                -113:53:16.796                     0.000000
1 Jul 2020 20:55:20.000                -113:53:16.796                     0.000000
1 Jul 2020 20:55:30.000                -113:53:16.796                     0.000000
1 Jul 2020 20:55:40.000                -113:53:16.796                     0.000000
1 Jul 2020 20:55:50.000                -113:53:16.796                     0.000000
1 Jul 2020 20:56:00.000                -113:53:16.796                     0.000000
1 Jul 2020 20:56:10.000                -113:53:16.796                     0.000000
1 Jul 2020 20:56:20.000                -113:53:16.796                     0.000000
1 Jul 2020 20:56:30.000                -113:53:16.796                     0.000000
1 Jul 2020 20:56:40.000                -113:53:16.796                     0.000000
1 Jul 2020 20:56:50.000                -113:53:16.796                     0.000000
1 Jul 2020 20:57:00.000                -113:53:16.796                     0.000000
1 Jul 2020 20:57:10.000                -113:53:16.796                     0.000000
1 Jul 2020 20:57:20.000                -113:53:16.796                     0.000000
1 Jul 2020 20:57:30.000                -113:53:16.796                     0.000000
1 Jul 2020 20:57:40.000                -113:53:16.796                     0.000000
1 Jul 2020 20:57:50.000                -113:53:16.796                     0.000000
1 Jul 2020 20:58:00.000                -113:53:16.796                     0.000000
1 Jul 2020 20:58:10.000                -113:53:16.796                     0.000000
1 Jul 2020 20:58:20.000                -113:53:16.796                     0.000000
1 Jul 2020 20:58:30.000                -113:53:16.796                     0.000000
1 Jul 2020 20:58:40.000                -113:53:16.796                     0.000000
1 Jul 2020 20:58:50.000                -113:53:16.796                     0.000000
1 Jul 2020 20:59:00.000                -113:53:16.796                     0.000000
1 Jul 2020 20:59:10.000                -113:53:16.796                     0.000000
1 Jul 2020 20:59:20.000                -113:53:16.796                     0.000000
1 Jul 2020 20:59:30.000                -113:53:16.796                     0.000000
1 Jul 2020 20:59:40.000                -113:53:16.796                     0.000000
1 Jul 2020 20:59:50.000                -113:53:16.796                     0.000000
1 Jul 2020 21:00:00.000                -113:53:16.796                     0.000000
1 Jul 2020 21:00:10.000                -113:53:16.796                     0.000000
1 Jul 2020 21:00:20.000                -113:53:16.796                     0.000000
1 Jul 2020 21:00:30.000                -113:53:16.796                     0.000000
1 Jul 2020 21:00:40.000                -113:53:16.796                     0.000000
1 Jul 2020 21:00:50.000                -113:53:16.796                     0.000000
1 Jul 2020 21:01:00.000                -113:53:16.796                     0.000000
1 Jul 2020 21:01:10.000                -113:53:16.796                     0.000000
1 Jul 2020 21:01:20.000                -113:53:16.796                     0.000000
1 Jul 2020 21:01:30.000                -113:53:16.796                     0.000000
1 Jul 2020 21:01:40.000                -113:53:16.796                     0.000000
1 Jul 2020 21:01:50.000                -113:53:16.796                     0.000000
1 Jul 2020 21:02:00.000                -113:53:16.796                     0.000000
1 Jul 2020 21:02:10.000                -113:53:16.796                     0.000000
1 Jul 2020 21:02:20.000                -113:53:16.796                     0.000000
1 Jul 2020 21:02:30.000                -113:53:16.796                     0.000000
1 Jul 2020 21:02:40.000                -113:53:16.796                     0.000000
1 Jul 2020 21:02:50.000                -113:53:16.796                     0.000000
1 Jul 2020 21:03:00.000                -113:53:16.796                     0.000000
1 Jul 2020 21:03:10.000                -113:53:16.796                     0.000000
1 Jul 2020 21:03:20.000                -113:53:16.796                     0.000000
1 Jul 2020 21:03:30.000                -113:53:16.796                     0.000000
1 Jul 2020 21:03:40.000                -113:53:16.796                     0.000000
1 Jul 2020 21:03:50.000                -113:53:16.796                     0.000000
1 Jul 2020 21:04:00.000                -113:53:16.796                     0.000000
1 Jul 2020 21:04:10.000                -113:53:16.796                     0.000000
1 Jul 2020 21:04:20.000                -113:53:16.796                     0.000000
1 Jul 2020 21:04:30.000                -113:53:16.796                     0.000000
1 Jul 2020 21:04:40.000                -113:53:16.796                     0.000000
1 Jul 2020 21:04:50.000                -113:53:16.796                     0.000000
1 Jul 2020 21:05:00.000                -113:53:16.796                     0.000000
1 Jul 2020 21:05:10.000                -113:53:16.796                     0.000000
1 Jul 2020 21:05:20.000                -113:53:16.796                     0.000000
1 Jul 2020 21:05:30.000                -113:53:16.796                     0.000000
1 Jul 2020 21:05:40.000                -113:53:16.796                     0.000000
1 Jul 2020 21:05:50.000                -113:53:16.796                     0.000000
1 Jul 2020 21:06:00.000                -113:53:16.796                     0.000000
1 Jul 2020 21:06:10.000                -113:53:16.796                     0.000000
1 Jul 2020 21:06:20.000                -113:53:16.796                     0.000000
1 Jul 2020 21:06:30.000                -113:53:16.796                     0.000000
1 Jul 2020 21:06:40.000                -113:53:16.796                     0.000000
1 Jul 2020 21:06:50.000                -113:53:16.796                     0.000000
1 Jul 2020 21:07:00.000                -113:53:16.796                     0.000000
1 Jul 2020 21:07:10.000                -113:53:16.796                     0.000000
1 Jul 2020 21:07:20.000                -113:53:16.796                     0.000000
1 Jul 2020 21:07:30.000                -113:53:16.796                     0.000000
1 Jul 2020 21:07:40.000                -113:53:16.796                     0.000000
1 Jul 2020 21:07:50.000                -113:53:16.796                     0.000000
1 Jul 2020 21:08:00.000                -113:53:16.796                     0.000000
1 Jul 2020 21:08:10.000                -113:53:16.796                     0.000000
1 Jul 2020 21:08:20.000                -113:53:16.796                     0.000000
1 Jul 2020 21:08:30.000                -113:53:16.796                     0.000000
1 Jul 2020 21:08:40.000                -113:53:16.796                     0.000000
1 Jul 2020 21:08:50.000                -113:53:16.796                     0.000000
1 Jul 2020 21:09:00.000                -113:53:16.796                     0.000000
1 Jul 2020 21:09:10.000                -113:53:16.796                     0.000000
1 Jul 2020 21:09:20.000                -113:53:16.796                     0.000000
1 Jul 2020 21:09:30.000                -113:53:16.796                     0.000000
1 Jul 2020 21:09:40.000                -113:53:16.796                     0.000000
1 Jul 2020 21:09:50.000                -113:53:16.796                     0.000000
1 Jul 2020 21:10:00.000                -113:53:16.796                     0.000000
1 Jul 2020 21:10:10.000                -113:53:16.796                     0.000000
1 Jul 2020 21:10:20.000                -113:55:21.373                   -23.000000
1 Jul 2020 21:10:30.000                -113:59:11.373                   -23.000000
1 Jul 2020 21:10:40.000                -114:03:01.373                   -23.000000
1 Jul 2020 21:10:50.000                -114:06:51.373                   -23.000000
1 Jul 2020 21:11:00.000                -114:10:41.373                   -23.000000
1 Jul 2020 21:11:10.000                -114:14:31.373                   -23.000000
1 Jul 2020 21:11:20.000                -114:18:21.373                   -23.000000
1 Jul 2020 21:11:30.000                -114:22:11.373                   -23.000000
1 Jul 2020 21:11:40.000                -114:26:01.373                   -23.000000
1 Jul 2020 21:11:50.000                -114:29:51.373                   -23.000000
1 Jul 2020 21:12:00.000                -114:33:41.373                   -23.000000
1 Jul 2020 21:12:10.000                -114:37:31.373                   -23.000000
1 Jul 2020 21:12:20.000                -114:41:21.373                   -23.000000
1 Jul 2020 21:12:30.000                -114:45:11.373                   -23.000000
1 Jul 2020 21:12:40.000                -114:49:01.373                   -23.000000
1 Jul 2020 21:12:50.000                -114:52:51.373                   -23.000000
1 Jul 2020 21:13:00.000                -114:56:41.373                   -23.000000
1 Jul 2020 21:13:10.000                -115:00:31.373                   -23.000000
1 Jul 2020 21:13:20.000                -115:04:21.373                   -23.000000
1 Jul 2020 21:13:30.000                -115:08:11.373                   -23.000000
1 Jul 2020 21:13:40.000                -115:12:01.373                   -23.000000
1 Jul 2020 21:13:50.000                -115:15:51.373                   -23.000000
1 Jul 2020 21:14:00.000                -115:19:41.373                   -23.000000
1 Jul 2020 21:14:10.000                -115:23:31.373                   -23.000000
1 Jul 2020 21:14:20.000                -115:27:21.373                   -23.000000
1 Jul 2020 21:14:30.000                -115:31:11.373                   -23.000000
1 Jul 2020 21:14:40.000                -115:35:01.373                   -23.000000
1 Jul 2020 21:14:50.000                -115:38:51.373                   -23.000000
1 Jul 2020 21:15:00.000                -115:42:41.373                   -23.000000
1 Jul 2020 21:15:10.000                -115:46:31.373                   -23.000000
1 Jul 2020 21:15:20.000                -115:50:21.373                   -23.000000
1 Jul 2020 21:15:30.000                -115:54:11.373                   -23.000000
1 Jul 2020 21:15:40.000                -115:58:01.373                   -23.000000
1 Jul 2020 21:15:50.000                -116:01:51.373                   -23.000000
1 Jul 2020 21:16:00.000                -116:05:41.373                   -23.000000
1 Jul 2020 21:16:10.000                -116:09:31.373                   -23.000000
1 Jul 2020 21:16:20.000                -116:13:21.373                   -23.000000
1 Jul 2020 21:16:30.000                -116:17:11.373                   -23.000000
1 Jul 2020 21:16:40.000                -116:21:01.373                   -23.000000
1 Jul 2020 21:16:50.000                -116:24:51.373                   -23.000000
1 Jul 2020 21:17:00.000                -116:28:41.373                   -23.000000
1 Jul 2020 21:17:10.000                -116:32:31.373                   -23.000000
1 Jul 2020 21:17:20.000                -116:36:21.373                   -23.000000
1 Jul 2020 21:17:30.000                -116:40:11.373                   -23.000000
1 Jul 2020 21:17:40.000                -116:44:01.373                   -23.000000
1 Jul 2020 21:17:50.000                -116:47:51.373                   -23.000000
1 Jul 2020 21:18:00.000                -116:51:41.373                   -23.000000
1 Jul 2020 21:18:10.000                -116:55:31.373                   -23.000000
1 Jul 2020 21:18:20.000                -116:59:21.373                   -23.000000
1 Jul 2020 21:18:30.000                -117:03:11.373                   -23.000000
1 Jul 2020 21:18:40.000                -117:07:01.373                   -23.000000
1 Jul 2020 21:18:50.000                -117:10:51.373                   -23.000000
1 Jul 2020 21:19:00.000                -117:14:41.373                   -23.000000
1 Jul 2020 21:19:10.000                -117:18:31.373                   -23.000000
1 Jul 2020 21:19:20.000                -117:22:21.373                   -23.000000
1 Jul 2020 21:19:30.000                -117:26:11.373                   -23.000000
1 Jul 2020 21:19:40.000                -117:30:01.373                   -23.000000
1 Jul 2020 21:19:50.000                -117:33:51.373                   -23.000000
1 Jul 2020 21:20:00.000                -117:37:41.373                   -23.000000
1 Jul 2020 21:20:10.000                -117:41:31.373                   -23.000000
1 Jul 2020 21:20:20.000                -117:45:21.373                   -23.000000
1 Jul 2020 21:20:30.000                -117:49:11.373                   -23.000000
1 Jul 2020 21:20:40.000                -117:53:01.373                   -23.000000
1 Jul 2020 21:20:50.000                -117:56:51.373                   -23.000000
1 Jul 2020 21:21:00.000                -118:00:41.373                   -23.000000
1 Jul 2020 21:21:10.000                -118:04:31.373                   -23.000000
1 Jul 2020 21:21:20.000                -118:08:21.373                   -23.000000
1 Jul 2020 21:21:30.000                -118:12:11.373                   -23.000000
1 Jul 2020 21:21:40.000                -118:16:01.373                   -23.000000
1 Jul 2020 21:21:50.000                -118:19:51.373                   -23.000000
1 Jul 2020 21:22:00.000                -118:23:41.373                   -23.000000
1 Jul 2020 21:22:10.000                -118:27:31.373                   -23.000000
1 Jul 2020 21:22:20.000                -118:30:56.788                     0.000000
1 Jul 2020 21:22:30.000                -118:30:56.788                     0.000000
1 Jul 2020 21:22:40.000                -118:30:56.788                     0.000000
1 Jul 2020 21:22:50.000                -118:30:56.788                     0.000000
1 Jul 2020 21:23:00.000                -118:30:56.788                     0.000000
1 Jul 2020 21:23:10.000                -118:30:56.788                     0.000000
1 Jul 2020 21:23:20.000                -118:30:56.788                     0.000000
1 Jul 2020 21:23:30.000                -118:30:56.788                     0.000000
1 Jul 2020 21:23:40.000                -118:30:56.788                     0.000000
1 Jul 2020 21:23:50.000                -118:30:56.788                     0.000000
1 Jul 2020 21:24:00.000                -118:33:08.087                   -23.000000
1 Jul 2020 21:24:10.000                -118:36:58.087                   -23.000000
1 Jul 2020 21:24:20.000                -118:40:48.087                   -23.000000
1 Jul 2020 21:24:30.000                -118:44:38.087                   -23.000000
1 Jul 2020 21:24:40.000                -118:48:28.087                   -23.000000
1 Jul 2020 21:24:50.000                -118:52:18.087                   -23.000000
1 Jul 2020 21:25:00.000                -118:56:08.087                   -23.000000
1 Jul 2020 21:25:10.000                -118:59:58.087                   -23.000000
1 Jul 2020 21:25:20.000                -119:03:48.087                   -23.000000
1 Jul 2020 21:25:30.000                -119:07:38.087                   -23.000000
1 Jul 2020 21:25:40.000                -119:11:28.087                   -23.000000
1 Jul 2020 21:25:50.000                -119:15:18.087                   -23.000000
1 Jul 2020 21:26:00.000                -119:19:08.087                   -23.000000
1 Jul 2020 21:26:10.000                -119:22:58.087                   -23.000000
1 Jul 2020 21:26:20.000                -119:26:48.087                   -23.000000
1 Jul 2020 21:26:30.000                -119:30:38.087                   -23.000000
1 Jul 2020 21:26:40.000                -119:34:28.087                   -23.000000
1 Jul 2020 21:26:50.000                -119:38:18.087                   -23.000000
1 Jul 2020 21:27:00.000                -119:42:08.087                   -23.000000
1 Jul 2020 21:27:10.000                -119:45:58.087                   -23.000000
1 Jul 2020 21:27:20.000                -119:49:48.087                   -23.000000
1 Jul 2020 21:27:30.000                -119:53:38.087                   -23.000000
1 Jul 2020 21:27:40.000                -119:57:28.087                   -23.000000
1 Jul 2020 21:27:50.000                -120:01:18.087                   -23.000000
1 Jul 2020 21:28:00.000                -120:05:08.087                   -23.000000
1 Jul 2020 21:28:10.000                -120:08:58.087                   -23.000000
1 Jul 2020 21:28:20.000                -120:12:48.087                   -23.000000
1 Jul 2020 21:28:30.000                -120:16:38.087                   -23.000000
1 Jul 2020 21:28:40.000                -120:20:28.087                   -23.000000
1 Jul 2020 21:28:50.000                -120:24:18.087                   -23.000000
1 Jul 2020 21:29:00.000                -120:28:08.087                   -23.000000
1 Jul 2020 21:29:10.000                -120:31:58.087                   -23.000000
1 Jul 2020 21:29:20.000                -120:35:48.087                   -23.000000
1 Jul 2020 21:29:30.000                -120:39:38.087                   -23.000000
1 Jul 2020 21:29:40.000                -120:43:28.087                   -23.000000
1 Jul 2020 21:29:50.000                -120:47:18.087                   -23.000000
1 Jul 2020 21:30:00.000                -120:51:08.087                   -23.000000
1 Jul 2020 21:30:10.000                -120:54:58.087                   -23.000000
1 Jul 2020 21:30:20.000                -120:58:48.087                   -23.000000
1 Jul 2020 21:30:30.000                -121:02:38.087                   -23.000000
1 Jul 2020 21:30:40.000                -121:06:28.087                   -23.000000
1 Jul 2020 21:30:50.000                -121:10:18.087                   -23.000000
1 Jul 2020 21:31:00.000                -121:14:08.087                   -23.000000
1 Jul 2020 21:31:10.000                -121:17:58.087                   -23.000000
1 Jul 2020 21:31:20.000                -121:21:48.087                   -23.000000
1 Jul 2020 21:31:30.000                -121:25:38.087                   -23.000000
1 Jul 2020 21:31:40.000                -121:29:28.087                   -23.000000
1 Jul 2020 21:31:50.000                -121:33:18.087                   -23.000000
1 Jul 2020 21:32:00.000                -121:37:08.087                   -23.000000
1 Jul 2020 21:32:10.000                -121:40:58.087                   -23.000000
1 Jul 2020 21:32:20.000                -121:44:48.087                   -23.000000
1 Jul 2020 21:32:30.000                -121:48:38.087                   -23.000000
1 Jul 2020 21:32:40.000                -121:52:28.087                   -23.000000
1 Jul 2020 21:32:50.000                -121:56:18.087                   -23.000000
1 Jul 2020 21:33:00.000                -122:00:08.087                   -23.000000
1 Jul 2020 21:33:10.000                -122:03:58.087                   -23.000000
1 Jul 2020 21:33:20.000                -122:07:48.087                   -23.000000
1 Jul 2020 21:33:30.000                -122:11:38.087                   -23.000000
1 Jul 2020 21:33:40.000                -122:15:28.087                   -23.000000
1 Jul 2020 21:33:50.000                -122:19:18.087                   -23.000000
1 Jul 2020 21:34:00.000                -122:23:08.087                   -23.000000
1 Jul 2020 21:34:10.000                -122:26:58.087                   -23.000000
1 Jul 2020 21:34:20.000                -122:30:48.087                   -23.000000
1 Jul 2020 21:34:30.000                -122:34:38.087                   -23.000000
1 Jul 2020 21:34:40.000                -122:38:28.087                   -23.000000
1 Jul 2020 21:34:50.000                -122:42:18.087                   -23.000000
1 Jul 2020 21:35:00.000                -122:46:08.087                   -23.000000
1 Jul 2020 21:35:10.000                -122:49:58.087                   -23.000000
1 Jul 2020 21:35:20.000                -122:53:48.087                   -23.000000
1 Jul 2020 21:35:30.000                -122:57:38.087                   -23.000000
1 Jul 2020 21:35:40.000                -123:01:28.087                   -23.000000
1 Jul 2020 21:35:50.000                -123:05:18.087                   -23.000000
1 Jul 2020 21:36:00.000                -123:09:08.087                   -23.000000
1 Jul 2020 21:36:10.000                -123:12:58.087                   -23.000000
1 Jul 2020 21:36:20.000                -123:16:48.087                   -23.000000
1 Jul 2020 21:36:30.000                -123:20:38.087                   -23.000000
1 Jul 2020 21:36:40.000                -123:24:28.087                   -23.000000
